,X30,X90,X180,X360,X720,X1080,X1800,X2520,X3600
16.12.2019,10.579628,10.795599,11.082419,11.512732,11.980174,12.209627,12.468834,12.62483,12.791975
17.12.2019,10.77299,10.953927,11.199689,11.58684,12.063247,12.329666,12.580263,12.618903,12.508187
18.12.2019,11.031007,11.215338,11.469577,11.852585,12.273716,12.476065,12.676908,12.755412,12.786251
19.12.2019,11.000338,11.143076,11.342904,11.669738,12.098555,12.372899,12.709867,12.880409,13.002384
20.12.2019,10.542151,10.7837,11.108103,11.572061,12.048754,12.259512,12.479419,12.610454,12.755679
23.12.2019,10.775877,10.970906,11.230129,11.619955,12.047509,12.26081,12.495223,12.621197,12.736173
24.12.2019,10.253845,10.530063,10.895388,11.437928,12.007638,12.267388,12.512986,12.611977,12.661715
25.12.2019,10.28748,10.549323,10.902584,11.407467,11.877389,12.046198,12.21183,12.338227,12.524222
26.12.2019,10.045531,10.347889,10.748624,11.326585,11.854624,12.045216,12.222137,12.345109,12.516416
27.12.2019,10.116048,10.393139,10.765135,11.29653,11.840134,12.075628,12.29398,12.385546,12.4425
30.12.2019,10.31724,10.556869,10.878719,11.373504,11.945468,12.237538,12.481196,12.47655,12.278996
31.12.2019,10.78822,10.973788,11.203844,11.507724,11.701122,11.730112,11.89308,12.270754,13.047294
2.01.2020,10.104466,10.388586,10.758028,11.288032,11.737676,11.886546,12.067177,12.275774,12.642896
3.01.2020,10.697593,10.882027,11.127226,11.512479,11.955375,12.19164,12.41861,12.469809,12.413155
6.01.2020,10.813413,11.00781,11.263476,11.653847,12.077723,12.283933,12.473676,12.519649,12.484461
7.01.2020,10.670058,10.866831,11.127424,11.53143,11.987903,12.219948,12.417002,12.426401,12.298154
8.01.2020,10.646145,10.834616,11.092634,11.490152,11.932269,12.145245,12.309287,12.286213,12.11054
9.01.2020,10.29179,10.511091,10.802161,11.241114,11.679018,11.862241,11.978866,11.939137,11.769662
10.01.2020,10.213757,10.381225,10.609526,10.98714,11.47154,11.743893,11.91277,11.755156,11.258273
13.01.2020,9.933458,10.07225,10.258247,10.554564,10.916843,11.125447,11.340849,11.401911,11.374437
14.01.2020,9.641877,9.801455,10.018167,10.372649,10.829185,11.096298,11.317929,11.279973,11.01604
15.01.2020,9.707284,9.815689,9.970134,10.220419,10.55711,10.772946,11.032626,11.152834,11.223293
16.01.2020,9.97682,10.023226,10.089953,10.210026,10.399905,10.558184,10.831224,11.069899,11.399623
17.01.2020,9.849611,9.912563,9.997305,10.135377,10.320238,10.464532,10.745306,11.040025,11.499389
20.01.2020,9.513663,9.660453,9.855442,10.160692,10.522483,10.734352,10.998336,11.155589,11.316076
21.01.2020,9.196773,9.396713,9.6589,10.057206,10.489676,10.712293,10.955112,11.078372,11.183364
22.01.2020,9.272446,9.435442,9.657099,9.994409,10.365687,10.560886,10.7945,10.936553,11.090357
23.01.2020,8.968292,9.164254,9.422351,9.835425,10.310625,10.562389,10.769231,10.746647,10.539839
24.01.2020,8.693981,8.940337,9.264551,9.762072,10.296015,10.54217,10.677897,10.551223,10.16843
27.01.2020,9.725419,9.79984,9.898012,10.049246,10.219514,10.30784,10.388055,10.399141,10.365248
28.01.2020,9.401864,9.531096,9.700591,9.957843,10.232032,10.354976,10.413767,10.33666,10.120627
29.01.2020,9.789721,9.851935,9.93419,10.051629,10.156114,10.190713,10.209523,10.205952,10.189543
30.01.2020,9.835184,9.892193,9.966876,10.07669,10.178813,10.215331,10.223448,10.190431,10.113566
31.01.2020,9.954769,9.994541,10.046783,10.131873,10.240762,10.296406,10.30883,10.233875,10.050838
3.02.2020,9.918452,9.995242,10.091094,10.226645,10.347984,10.38038,10.351489,10.2604,10.080554
4.02.2020,10.151623,10.17165,10.198384,10.240848,10.293202,10.321127,10.335507,10.314947,10.25667
5.02.2020,10.17983,10.200853,10.227588,10.265957,10.303984,10.323871,10.357862,10.394478,10.453991
6.02.2020,9.932815,10.001612,10.09315,10.239051,10.41557,10.513379,10.58634,10.557107,10.434774
7.02.2020,9.664604,9.80431,9.992562,10.276815,10.581582,10.724909,10.80888,10.742192,10.532114
10.02.2020,10.124143,10.299041,10.514533,10.822414,11.096012,11.18433,11.201634,11.130761,10.970675
11.02.2020,10.469392,10.570919,10.705633,10.917217,11.174286,11.316664,11.424865,11.390561,11.22995
12.02.2020,10.655118,10.730802,10.828875,10.975267,11.132538,11.207117,11.261678,11.248321,11.179561
13.02.2020,10.462692,10.633551,10.853275,11.177775,11.497644,11.628105,11.672655,11.564003,11.294199
14.02.2020,10.487447,10.606171,10.767309,11.014965,11.296551,11.446477,11.573718,11.56951,11.466565
17.02.2020,10.374133,10.487452,10.636769,10.883811,11.210148,11.400786,11.53039,11.438385,11.127655
18.02.2020,11.011665,11.062594,11.131089,11.241688,11.384483,11.467468,11.527006,11.495811,11.378585
19.02.2020,10.555532,10.718463,10.919555,11.208708,11.478182,11.585015,11.670881,11.690985,11.683749
20.02.2020,10.697562,10.84535,11.044511,11.370351,11.788836,12.035606,12.225912,12.151653,11.83785
21.02.2020,10.909364,11.015724,11.166918,11.422711,11.782514,12.019659,12.254761,12.276371,12.142373
24.02.2020,11.120148,11.256141,11.42468,11.70682,12.076424,12.30574,12.533886,12.567288,12.46898
25.02.2020,10.120979,10.454095,10.860129,11.470816,12.096496,12.383661,12.587655,12.542919,12.304461
26.02.2020,10.941336,11.131697,11.369409,11.721187,12.085303,12.263027,12.451814,12.538981,12.604615
27.02.2020,11.129357,11.295651,11.512709,11.847142,12.224229,12.44121,12.695212,12.820802,12.918296
28.02.2020,11.038976,11.286073,11.629985,12.137991,12.761014,13.095889,13.357904,13.29341,12.953264
2.03.2020,11.477047,11.622618,11.815186,12.113454,12.48156,12.69341,12.886239,12.891929,12.761851
3.03.2020,9.761111,10.135143,10.624116,11.360047,12.19083,12.590193,12.766797,12.446715,11.604706
4.03.2020,9.528008,9.797315,10.158937,10.694083,11.278297,11.561401,11.741655,11.635705,11.272088
5.03.2020,9.578243,9.822658,10.150106,10.615017,11.120324,11.35623,11.50714,11.421606,11.126446
6.03.2020,10.108704,10.262669,10.459889,10.778022,11.188761,11.436336,11.660138,11.652475,11.467912
9.03.2020,10.610818,10.749688,10.935414,11.229827,11.61427,11.850732,12.08431,12.116675,12.015434
10.03.2020,11.237117,11.221438,11.212474,11.236433,11.373499,11.516182,11.694695,11.747635,11.722599
11.03.2020,10.740135,10.788655,10.866896,11.026496,11.332425,11.571858,11.823244,11.851608,11.717785
12.03.2020,10.191124,10.354723,10.585455,10.950738,11.469349,11.807435,12.168412,12.253887,12.173871
13.03.2020,9.816548,10.106657,10.46712,11.012339,11.617345,11.928484,12.169833,12.119758,11.839123
16.03.2020,10.508045,10.61469,10.771518,11.066037,11.583454,11.987706,12.49218,12.702122,12.789326
17.03.2020,9.820319,10.027071,10.320695,10.84074,11.671058,12.262743,12.884033,12.97775,12.712697
18.03.2020,9.196272,9.520236,9.971368,10.694512,11.666487,12.295932,12.974812,13.171574,13.107345
19.03.2020,7.978956,8.800633,9.883954,11.36112,12.799956,13.428355,14.023149,14.255498,14.39294
20.03.2020,9.574761,9.843013,10.210637,10.881531,11.968009,12.758697,13.619167,13.791313,13.521259
23.03.2020,8.287019,8.794096,9.49849,10.65874,12.282917,13.313482,14.213706,14.073622,13.089849
24.03.2020,8.915461,9.321969,9.875234,10.782076,12.048228,12.868203,13.669797,13.730101,13.268878
25.03.2020,8.07593,8.656672,9.453214,10.686255,12.196187,13.033197,13.603105,13.260402,12.088184
26.03.2020,8.760776,9.176229,9.767512,10.717636,12.090048,12.958612,13.703745,13.55084,12.653668
27.03.2020,7.795372,8.47099,9.316047,10.610429,12.098005,12.906587,13.581651,13.510471,12.880401
30.03.2020,7.614741,8.43177,9.474858,10.961195,12.427746,13.054739,13.379391,13.061316,12.159427
31.03.2020,8.20111,8.808282,9.600852,10.798017,12.180399,12.953726,13.686711,13.794236,13.514351
1.04.2020,8.079327,8.769292,9.701413,11.048595,12.436329,13.13937,13.841884,14.089146,14.167596
2.04.2020,7.932096,8.711954,9.752552,11.274471,12.884834,13.675951,14.312505,14.261646,13.722287
3.04.2020,8.206794,8.915617,9.881154,11.321519,13.025474,14.001957,14.92094,15.010288,14.561711
6.04.2020,9.257201,9.876962,10.692389,11.945224,13.450092,14.310942,15.066118,15.033019,14.427275
7.04.2020,9.556209,10.046311,10.703179,11.752439,13.122791,13.958584,14.68886,14.607047,13.899507
8.04.2020,8.474408,9.232157,10.214914,11.676299,13.29269,14.139195,14.796965,14.669493,13.937789
9.04.2020,8.069091,8.851109,9.9063,11.489213,13.276274,14.194636,14.818804,14.476001,13.29497
10.04.2020,9.17306,9.756983,10.531916,11.624268,12.753526,13.322172,13.839399,13.922571,13.762653
13.04.2020,8.475317,9.242904,10.232416,11.684137,13.23703,14.012823,14.567443,14.367987,13.558121
14.04.2020,7.291362,8.329405,9.647867,11.511018,13.292827,14.064078,14.557018,14.351594,13.599616
15.04.2020,8.776779,9.533672,10.481217,11.883019,13.377766,14.142934,14.761868,14.715405,14.197409
16.04.2020,7.833911,8.692006,9.845058,11.559442,13.467343,14.458761,15.223824,15.037822,14.111085
17.04.2020,7.934863,8.775959,9.915037,11.590707,13.499446,14.508773,15.188944,14.781154,13.432729
20.04.2020,6.90153,7.426744,8.139155,9.306324,10.928345,12.006861,13.151373,13.401988,13.140239
21.04.2020,7.476836,7.913035,8.49021,9.393069,10.564949,11.366278,12.463336,13.164328,13.946613
22.04.2020,7.549216,7.867821,8.315835,9.10117,10.331751,11.236441,12.288564,12.665967,12.737318
24.04.2020,5.987785,6.476179,7.184828,8.308501,9.846343,10.875156,12.009412,12.343797,12.275742
27.04.2020,5.300154,5.955161,6.819507,8.158661,9.826963,10.852253,11.902932,12.125077,11.887087
28.04.2020,6.033978,6.585468,7.312694,8.439437,9.853155,10.744871,11.737905,12.084707,12.159599
29.04.2020,5.806392,6.40132,7.191518,8.388935,9.883492,10.826981,11.872745,12.259066,12.382055
30.04.2020,5.922425,6.489305,7.227449,8.381751,9.854547,10.793396,11.826054,12.145706,12.134998
4.05.2020,5.756813,6.296374,7.019026,8.16991,9.726504,10.748515,11.885955,12.237189,12.220315
5.05.2020,5.683544,6.233862,6.979386,8.19276,9.890834,11.022538,12.213039,12.457262,12.161735
6.05.2020,5.620522,6.217933,7.047215,8.370149,10.164294,11.36549,12.714794,13.178211,13.254904
7.05.2020,6.630366,7.072541,7.699867,8.707423,10.21517,11.297491,12.690658,13.401343,13.988556
8.05.2020,6.460779,6.996691,7.684963,8.806281,10.347604,11.431748,12.843586,13.610775,14.313662
11.05.2020,4.887704,5.741949,6.85383,8.520264,10.510131,11.731094,13.126283,13.698318,14.013606
12.05.2020,5.089536,5.892678,6.942792,8.533337,10.483576,11.71271,13.150788,13.776406,14.172577
13.05.2020,5.171588,5.937865,6.978906,8.595026,10.536084,11.781514,13.170886,13.684698,13.863535
14.05.2020,5.664036,6.330459,7.244411,8.635763,10.42692,11.619459,13.085211,13.791821,14.338256
15.05.2020,5.466242,6.218132,7.166122,8.651368,10.530904,11.751773,13.182754,13.7782,14.101874
18.05.2020,5.211644,6.016792,7.067001,8.649919,10.572799,11.766597,13.106068,13.600398,13.786846
20.05.2020,5.59118,6.276003,7.19473,8.560453,10.184236,11.205517,12.436908,13.060627,13.599025
21.05.2020,5.319404,6.071098,7.085848,8.55731,10.347691,11.414198,12.505322,12.75299,12.567124
22.05.2020,5.476326,6.205634,7.113371,8.498698,10.16578,11.213764,12.43286,12.951345,13.267082
27.05.2020,5.960485,6.547997,7.341416,8.540307,10.029304,11.003592,12.198956,12.810477,13.345404
28.05.2020,5.862999,6.47682,7.308004,8.525485,10.069113,11.066049,12.291303,12.899141,13.407764
29.05.2020,6.133871,6.725088,7.472882,8.615679,10.022826,10.958279,12.191188,12.932868,13.728861
1.06.2020,7.732221,7.769729,7.858781,8.133368,8.864577,9.607215,10.943319,12.104063,13.737389
2.06.2020,7.269133,7.57927,7.962228,8.522861,9.193864,9.722599,10.779303,11.904186,13.668409
3.06.2020,6.924081,7.270335,7.728736,8.497268,9.622403,10.451627,11.534581,12.129584,12.695811
4.06.2020,6.753451,7.12464,7.632648,8.48196,9.717718,10.594037,11.678497,12.174,12.524445
5.06.2020,7.525043,7.73694,8.021338,8.527418,9.362422,10.071672,11.258322,12.243768,13.588321
8.06.2020,7.071254,7.371437,7.777244,8.484678,9.592376,10.448644,11.649002,12.385345,13.192424
9.06.2020,6.88361,7.253378,7.7407,8.551835,9.735022,10.618234,11.845589,12.605232,13.444975
10.06.2020,6.881322,7.260803,7.758176,8.577395,9.751467,10.622173,11.811143,12.54327,13.34293
11.06.2020,7.37837,7.61081,7.94069,8.53015,9.48672,10.25737,11.53028,12.59019,14.04125
12.06.2020,7.44423,7.67749,7.99324,8.56067,9.4874,10.25537,11.55915,12.68155,14.24227
15.06.2020,7.40359,7.63507,7.96251,8.56158,9.56495,10.38665,11.67806,12.65725,13.92147
16.06.2020,7.38977,7.6182,7.93482,8.51057,9.46661,10.24954,11.49885,12.4775,13.76594
17.06.2020,7.402408,7.647687,7.980333,8.562285,9.468724,10.19655,11.414198,12.474818,13.96905
18.06.2020,7.356044,7.571076,7.879383,8.440538,9.380734,10.15231,11.412166,12.431938,13.802697
19.06.2020,8.26149,8.290612,8.363415,8.601307,9.300785,10.061924,11.386408,12.446076,13.838521
22.06.2020,8.222865,8.318939,8.462231,8.757012,9.360814,9.962786,11.133274,12.264074,13.952248
23.06.2020,7.778056,7.951072,8.191255,8.630453,9.378189,10.029924,11.20171,12.27599,13.83484
24.06.2020,7.973303,8.114066,8.313976,8.6942,9.385304,10.018832,11.165334,12.222898,13.756818
25.06.2020,7.727189,7.913162,8.176414,8.644888,9.402071,10.014959,11.041316,11.912811,13.122096
26.06.2020,8.05828,8.193348,8.382768,8.744829,9.402981,9.995931,11.045061,11.972246,13.279193
29.06.2020,7.599999,7.875988,8.233853,8.80687,9.550662,10.084023,11.047595,12.030711,13.544552
30.06.2020,7.709106,7.958572,8.287965,8.815929,9.537804,10.072911,11.081685,12.104185,13.680725
1.07.2020,8.113582,8.282227,8.532163,8.927325,9.531009,10.040428,11.060934,12.153247,13.872046
2.07.2020,8.580406,8.645914,8.75551,8.981,9.487594,10.019938,11.12051,12.249558,13.974733
3.07.2020,9.446315,9.428433,9.426107,9.495535,9.838819,10.303257,11.333116,12.416659,14.074554
6.07.2020,9.147996,9.192518,9.2726,9.469745,9.967251,10.508267,11.574268,12.594949,14.101034
7.07.2020,9.193186,9.223715,9.292383,9.494955,10.067386,10.688166,11.808666,12.761417,14.056781
8.07.2020,8.397109,8.606495,8.909541,9.434709,10.270276,10.949581,12.075898,13.035094,14.359611
9.07.2020,8.395523,8.600625,8.903433,9.426523,10.319555,11.044821,12.236522,13.197938,14.474549
10.07.2020,7.97482,8.283812,8.689053,9.374727,10.371146,11.099037,12.234426,13.12622,14.292786
13.07.2020,7.687916,8.071949,8.589979,9.42421,10.548021,11.300781,12.365697,13.116044,14.037338
14.07.2020,7.817956,8.183537,8.67793,9.478338,10.569951,11.30933,12.352088,13.078964,13.95744
16.07.2020,8.322172,8.605443,9.003827,9.631596,10.523164,11.157705,12.157772,12.979759,14.100219
17.07.2020,7.80016,8.221493,8.75194,9.576194,10.551054,11.143794,12.04881,12.835937,13.960803
20.07.2020,8.024483,8.39284,8.880832,9.659204,10.580453,11.180252,12.091992,12.851821,13.915954
21.07.2020,8.396796,8.692223,9.085637,9.718246,10.501203,11.036503,11.88515,12.618371,13.658833
22.07.2020,8.297046,8.614242,9.050209,9.742253,10.58333,11.131866,11.939477,12.589229,13.471385
23.07.2020,8.491971,8.804908,9.233539,9.881259,10.665041,11.153658,11.88349,12.485579,13.320005
24.07.2020,8.601727,8.93737,9.359863,10.016599,10.795471,11.266817,11.95496,12.513034,13.276582
27.07.2020,8.996416,9.253348,9.594616,10.127986,10.806039,11.24944,11.920964,12.466578,13.215879
28.07.2020,8.436389,8.884986,9.471052,10.351754,11.346221,11.88637,12.573557,13.048866,13.643166
29.07.2020,8.315443,8.79584,9.426177,10.377944,11.431159,11.993138,12.710713,13.233157,13.913047
30.07.2020,8.313515,8.808712,9.457323,10.436859,11.497509,12.05437,12.760069,13.272916,13.945694
4.08.2020,7.43438,8.208567,9.199097,10.612321,11.95916,12.515489,13.178593,13.741747,14.588158
5.08.2020,7.738234,8.424492,9.341475,10.676325,12.040015,12.679562,13.435923,13.986163,14.722046
6.08.2020,7.965842,8.752685,9.803035,11.271471,12.751726,13.386603,14.063211,14.49331,15.02856
7.08.2020,8.924106,9.703705,10.656505,12.033435,13.31499,13.811085,14.291333,14.595856,14.990513
10.08.2020,9.953274,10.609509,11.441706,12.605177,13.639625,13.997952,14.340602,14.605145,15.006833
11.08.2020,11.600518,11.996632,12.497781,13.196422,13.815797,14.026417,14.205562,14.319139,14.477077
12.08.2020,10.648808,11.173958,11.866973,12.84708,13.755233,14.088843,14.340152,14.4194,14.459738
13.08.2020,11.993955,12.345374,12.811678,13.45728,14.093755,14.34541,14.534775,14.559971,14.508365
14.08.2020,11.679851,12.099947,12.61648,13.37673,14.138169,14.473785,14.774077,14.869757,14.89794
17.08.2020,11.836216,12.30319,12.898484,13.742911,14.534868,14.824951,14.994426,14.953428,14.779445
18.08.2020,13.285885,13.207873,13.14095,13.155872,13.532257,13.991076,14.656287,14.99131,15.241055
19.08.2020,13.28024,13.237722,13.2028,13.225705,13.483341,13.780887,14.174154,14.325,14.367118
20.08.2020,12.909405,12.943633,13.010598,13.173865,13.568908,13.918158,14.358756,14.526604,14.579534
21.08.2020,12.399996,12.549462,12.736035,13.021875,13.355241,13.561072,13.872507,14.134661,14.500872
24.08.2020,13.351162,13.310787,13.277184,13.290332,13.50684,13.777983,14.224082,14.53219,14.891027
25.08.2020,13.593895,13.508875,13.422342,13.37332,13.572292,13.87305,14.385606,14.746271,15.16836
26.08.2020,13.016088,13.042247,13.094407,13.229763,13.564485,13.882902,14.349343,14.6388,14.944169
27.08.2020,12.9774,13.01037,13.064243,13.17162,13.400981,13.623543,14.03671,14.416299,14.962448
28.08.2020,12.772573,12.859449,12.971319,13.152169,13.3966,13.577747,13.880709,14.148937,14.528567
31.08.2020,12.489766,12.644911,12.83306,13.115293,13.375352,13.50961,13.756691,14.044487,14.513862
1.09.2020,12.611316,12.731384,12.880053,13.091853,13.285286,13.384528,13.580624,13.820746,14.221376
2.09.2020,11.721025,12.029245,12.405889,12.921506,13.305082,13.399933,13.496099,13.631209,13.885074
3.09.2020,11.920362,12.172764,12.496614,12.955731,13.353836,13.505962,13.692217,13.865028,14.134096
4.09.2020,11.749776,12.050519,12.426102,12.950253,13.357287,13.488197,13.662755,13.876285,14.244934
7.09.2020,11.69947,12.014534,12.404688,12.935674,13.361174,13.50764,13.728034,14.003036,14.479008
8.09.2020,11.868996,12.144588,12.487091,12.977516,13.419986,13.60835,13.844726,14.0483,14.350754
9.09.2020,11.937766,12.20843,12.547235,13.040918,13.512467,13.72968,13.981534,14.157725,14.387701
10.09.2020,12.071357,12.294331,12.577858,12.971307,13.291219,13.407004,13.580989,13.788459,14.139221
11.09.2020,12.141309,12.362315,12.639497,13.031214,13.353375,13.470046,13.602973,13.72395,13.911759
14.09.2020,11.129871,11.591311,12.155461,12.895404,13.387212,13.447434,13.439524,13.497091,13.661832
15.09.2020,10.813086,11.234471,11.762635,12.52598,13.162567,13.294509,13.312071,13.327436,13.384927
16.09.2020,10.521641,10.99923,11.598518,12.466562,13.195556,13.351588,13.373086,13.380928,13.42326
17.09.2020,10.541746,11.040927,11.694071,12.654947,13.514233,13.745742,13.830206,13.82267,13.789064
18.09.2020,10.451571,11.033248,11.77567,12.856649,13.733024,13.89805,13.861936,13.80121,13.74303
21.09.2020,10.403956,11.012528,11.782367,12.872796,13.773481,13.951111,13.976565,14.022407,14.155435
22.09.2020,10.676306,11.20297,11.871927,12.869847,13.807114,14.105426,14.223949,14.146663,13.935332
23.09.2020,10.426774,11.069129,11.879124,13.064365,14.092885,14.333272,14.298967,14.110963,13.773686
24.09.2020,11.312725,11.788172,12.398405,13.252879,13.867574,13.879304,13.652262,13.463602,13.247907
25.09.2020,11.551191,11.903877,12.346714,12.966162,13.387134,13.377349,13.189995,13.046524,12.891934
28.09.2020,11.931506,12.210432,12.560836,13.050639,13.43958,13.501693,13.477137,13.459802,13.459808
29.09.2020,10.962474,11.388246,11.935652,12.742326,13.468863,13.666693,13.664119,13.49419,13.156858
30.09.2020,10.61925,11.10416,11.701705,12.562439,13.292212,13.452158,13.438372,13.351576,13.20711
1.10.2020,9.984893,10.833113,11.809109,13.185438,14.035972,13.869017,13.226813,12.773599,12.289271
2.10.2020,10.724238,11.214175,11.775533,12.547331,13.069603,13.155421,13.127699,13.086238,13.044563
5.10.2020,10.249642,10.830097,11.530136,12.451328,13.055666,13.1346,13.101221,13.103292,13.164548
6.10.2020,10.220936,10.796643,11.489435,12.396104,12.978721,13.05113,13.043971,13.107965,13.284851
7.10.2020,10.045054,10.683567,11.490351,12.581752,13.391189,13.576503,13.581249,13.477511,13.290957
8.10.2020,9.98547,10.688759,11.558967,12.726856,13.568994,13.748792,13.785979,13.773147,13.76355
9.10.2020,10.004199,10.749838,11.607417,12.795669,13.631823,13.806462,13.817131,13.765323,13.689851
12.10.2020,10.119787,10.8484,11.728104,12.887639,13.656472,13.760818,13.676299,13.578825,13.465451
13.10.2020,10.838642,11.418873,12.119624,13.045926,13.672064,13.763586,13.67614,13.539654,13.336539
14.10.2020,11.495705,11.931433,12.475746,13.192962,13.679779,13.767766,13.777482,13.789958,13.8352
15.10.2020,11.473312,11.924286,12.479183,13.216052,13.733392,13.832368,13.816585,13.756683,13.664006
16.10.2020,11.459182,11.974163,12.56039,13.353809,13.865404,13.93587,13.884779,13.827657,13.765657
19.10.2020,11.36205,11.886445,12.514466,13.32697,13.825725,13.850579,13.687821,13.510936,13.264118
20.10.2020,11.944033,12.379828,12.901694,13.576883,13.986179,13.98157,13.72904,13.400641,12.885232
21.10.2020,12.106172,12.51755,13.022647,13.655971,13.975325,13.901553,13.591166,13.279264,12.834988
22.10.2020,12.429289,12.764817,13.170252,13.683593,13.970217,13.961697,13.855337,13.784401,13.717869
23.10.2020,12.044829,12.525247,13.084453,13.791147,14.221548,14.242535,14.105345,13.960316,13.763143
26.10.2020,13.009441,13.298467,13.648922,14.119548,14.469374,14.544279,14.477892,14.301675,13.983613
27.10.2020,13.376853,13.603842,13.879133,14.249383,14.527457,14.589734,14.540651,14.400505,14.14566
28.10.2020,14.172126,14.22669,14.300059,14.41591,14.557111,14.636475,14.691485,14.663138,14.571886
30.10.2020,14.293451,14.457791,14.655966,14.89404,15.001061,14.952111,14.780155,14.597738,14.324095
2.11.2020,15.428456,15.378422,15.318237,15.233371,15.140578,15.056162,14.824771,14.523458,14.027457
3.11.2020,15.068009,15.192984,15.328242,15.469069,15.428986,15.268576,14.918424,14.590407,14.119011
4.11.2020,15.470775,15.507763,15.541938,15.55266,15.425704,15.219568,14.722724,14.165106,13.300345
5.11.2020,15.621005,15.609971,15.583018,15.495735,15.254614,15.004119,14.541416,14.125535,13.532911
6.11.2020,14.618622,14.799057,14.993233,15.226024,15.2531,15.087732,14.604889,14.044521,13.175905
9.11.2020,14.792817,14.849489,14.895944,14.883715,14.627973,14.313437,13.753044,13.294657,12.670179
10.11.2020,14.585079,14.765581,14.94948,15.096502,14.873472,14.495759,13.811943,13.273018,12.560831
11.11.2020,14.094591,14.2689,14.442141,14.562881,14.286134,13.86754,13.158265,12.637776,11.979977
12.11.2020,13.597895,13.731202,13.866767,13.952692,13.6978,13.328044,12.674734,12.165525,11.496051
13.11.2020,13.24334,13.534299,13.836866,14.095925,13.856239,13.39754,12.608715,12.055372,11.38173
16.11.2020,13.85898,13.954721,14.036019,14.031242,13.671377,13.255931,12.63033,12.250076,11.824873
17.11.2020,13.944848,13.993203,14.022819,13.964874,13.607071,13.214641,12.583682,12.132222,11.562921
18.11.2020,14.182733,14.160622,14.109679,13.946756,13.491699,13.030645,12.390264,12.058707,11.758127
19.11.2020,15.16345,14.97365,14.706446,14.228379,13.476488,12.916605,12.132716,11.626692,11.037724
20.11.2020,14.608075,14.492357,14.332828,13.999824,13.393982,12.878935,12.130929,11.652447,11.104972
23.11.2020,14.984512,14.823312,14.59832,14.17831,13.475476,12.933773,12.235152,11.882602,11.561301
24.11.2020,15.029053,14.855529,14.619082,14.180455,13.479164,12.956603,12.298562,11.977627,11.699274
25.11.2020,15.672384,15.383469,15.009126,14.377301,13.540562,13.014912,12.393647,12.07525,11.776381
26.11.2020,15.044816,14.891409,14.677403,14.286879,13.671491,13.207062,12.541854,12.094727,11.555649
27.11.2020,15.257947,15.05918,14.805348,14.33371,13.633351,13.129157,12.482728,12.179287,12.108655
30.11.2020,15.36325,15.160248,14.852717,14.347465,13.617627,13.114251,12.478018,12.169204,12.068809
1.12.2020,15.382754,15.1816,14.881457,14.381728,13.676991,13.199828,12.588726,12.273135,12.118392
2.12.2020,15.63859,15.391078,15.033399,14.454491,13.689576,13.209537,12.642517,12.386326,12.331352
3.12.2020,15.78511,15.489926,15.082263,14.459817,13.746889,13.379319,12.950238,12.697538,12.472047
4.12.2020,15.736498,15.444323,15.047686,14.435651,13.744513,13.382048,12.9609,12.719521,12.517802
7.12.2020,15.743754,15.6335,15.470872,15.159876,14.604914,14.138445,13.445942,13.009098,12.644892
8.12.2020,16.517196,16.237902,15.855774,15.261103,14.54484,14.139282,13.648883,13.371686,13.158706
9.12.2020,16.295109,16.076663,15.763814,15.266471,14.631498,14.234696,13.707593,13.360578,13.017723
10.12.2020,16.19225,15.992143,15.707411,15.243738,14.615422,14.205699,13.660404,13.333457,13.07262
11.12.2020,14.832594,14.876092,14.912353,14.887575,14.595158,14.213793,13.593926,13.219947,12.98058
14.12.2020,14.932928,14.956532,14.966678,14.908858,14.597695,14.224293,13.632836,13.284982,13.070945
15.12.2020,15.016649,15.030667,15.026421,14.939464,14.575335,14.163646,13.546992,13.228491,13.125244
16.12.2020,15.286668,15.254887,15.189046,15.014702,14.573127,14.136915,13.505266,13.169353,13.029138
17.12.2020,15.65583,15.558927,15.403758,15.093165,14.494804,13.986199,13.27944,12.920683,12.794366
18.12.2020,14.932994,14.991629,15.034465,14.971391,14.486753,13.897673,13.031995,12.639995,12.652336
21.12.2020,15.573209,15.500765,15.381172,15.113234,14.53432,14.004328,13.246025,12.847466,12.676671
22.12.2020,15.042386,15.090101,15.118749,15.037855,14.538892,13.94572,13.066794,12.642509,12.577461
23.12.2020,15.154478,15.184951,15.192239,15.079247,14.547137,13.940121,13.070945,12.675134,12.675152
24.12.2020,14.957865,15.031773,15.096316,15.064266,14.598799,14.012426,13.134111,12.714148,12.66696
25.12.2020,15.128855,15.188703,15.22862,15.145369,14.590959,13.93186,12.971826,12.541883,12.563187
28.12.2020,15.366921,15.403872,15.4117,15.28197,14.674077,13.988411,13.003653,12.565086,12.581177
29.12.2020,16.26003,16.15218,15.969849,15.56855,14.716429,13.961783,12.966606,12.567626,12.67626
30.12.2020,15.609698,15.609779,15.569954,15.370476,14.69678,13.986155,13.00808,12.590423,12.656131
31.12.2020,15.630349,15.631748,15.594027,15.398527,14.73937,14.046027,13.063343,12.629443,12.645793
4.01.2021,15.464428,15.473829,15.451561,15.297277,14.733625,14.12885,13.259014,12.851354,12.803699
5.01.2021,15.88625,15.81314,15.685395,15.383926,14.712332,14.101648,13.280038,12.931339,12.97073
6.01.2021,15.297127,15.310189,15.295872,15.158279,14.633389,14.065001,13.267197,12.913789,12.932453
7.01.2021,15.388312,15.368292,15.311798,15.121534,14.574332,14.031341,13.269261,12.922937,12.90852
