,X30,X90,X180,X360,X720,X1080,X1800,X2520,X3600
28.02.2014,10.4809,10.6113,10.7704,10.9683,11.0287,10.9054,10.6452,10.4914,10.4199
3.03.2014,10.5317,10.662,10.8223,11.028,11.1323,11.0581,10.8526,10.6946,10.5456
4.03.2014,10.1196,10.3318,10.5954,10.9416,11.1514,11.0803,10.854,10.7041,10.6222
5.03.2014,10.2085,10.3499,10.5309,10.7654,10.8951,10.8309,10.6532,10.541,10.4862
6.03.2014,10.0844,10.2628,10.4918,10.7805,10.9497,10.8795,10.6719,10.5375,10.4672
7.03.2014,10.2433,10.4389,10.669,10.9688,11.1215,11.0281,10.7971,10.6748,10.666
10.03.2014,10.3866,10.5896,10.837,11.1461,11.2751,11.1427,10.8753,10.779,10.8832
11.03.2014,10.382,10.5819,10.8297,11.1538,11.3476,11.2827,11.0844,10.9664,10.9317
12.03.2014,10.7413,10.8773,11.0551,11.2991,11.4885,11.4938,11.3982,11.286,11.1316
13.03.2014,10.851,10.9619,11.105,11.2875,11.4048,11.3751,11.26,11.17,11.0921
14.03.2014,10.8587,10.9636,11.0879,11.2529,11.3489,11.3108,11.1796,11.067,10.9449
17.03.2014,11.2855,11.297,11.3059,11.299,11.2212,11.1194,10.9558,10.8603,10.8006
18.03.2014,11.2585,11.273,11.2847,11.2776,11.1861,11.0669,10.8872,10.7976,10.7748
19.03.2014,10.9538,11.0335,11.1305,11.2387,11.2333,11.1224,10.9414,10.8822,10.9561
20.03.2014,11.1274,11.2049,11.2962,11.3832,11.3291,11.1777,10.9696,10.9487,11.1542
21.03.2014,10.9404,11.06,11.1961,11.3579,11.3858,11.2739,11.1061,11.1019,11.3127
24.03.2014,11.0847,11.1993,11.3351,11.4913,11.5081,11.3867,11.2087,11.2034,11.4224
25.03.2014,10.402,10.5963,10.8336,11.1324,11.2727,11.1753,10.982,10.9409,11.1
26.03.2014,10.382,10.5205,10.6952,10.9134,11.0082,10.9264,10.7614,10.7078,10.7894
27.03.2014,11.1901,11.1758,11.1462,11.0705,10.8765,10.6989,10.495,10.477,10.6642
28.03.2014,11.3221,11.2565,11.1677,11.0095,10.7616,10.5854,10.4003,10.3826,10.5392
31.03.2014,11.5666,11.4337,11.2551,10.9702,10.6022,10.3867,10.1735,10.1405,10.2759
1.04.2014,11.5588,11.4107,11.2088,10.8886,10.4827,10.254,10.0577,10.0772,10.3288
2.04.2014,11.236,11.1186,10.9662,10.7407,10.5016,10.3983,10.3079,10.2822,10.2982
3.04.2014,11.2793,11.2002,11.0897,10.9113,10.6741,10.5304,10.3805,10.3508,10.4382
4.04.2014,10.7653,10.7507,10.7242,10.6662,10.535,10.4162,10.2663,10.2226,10.2871
7.04.2014,10.4163,10.4242,10.4304,10.4252,10.3739,10.3149,10.2515,10.265,10.3826
8.04.2014,9.8813,9.8916,9.9051,9.9254,9.9501,9.9692,10.0173,10.0824,10.2023
9.04.2014,8.5559,8.8231,9.1625,9.6389,10.0521,10.1555,10.2038,10.2447,10.3574
10.04.2014,9.0076,9.1484,9.3322,9.585,9.7888,9.8285,9.8522,9.9095,10.0697
11.04.2014,9.2534,9.3693,9.5232,9.7387,9.9419,10.013,10.0669,10.0928,10.1231
14.04.2014,9.1717,9.333,9.536,9.815,10.0387,10.0813,10.0983,10.1437,10.2833
15.04.2014,9.3367,9.4129,9.5106,9.6513,9.7912,9.857,9.9678,10.1011,10.3436
16.04.2014,9.1599,9.2657,9.4008,9.5941,9.7789,9.8513,9.9461,10.0472,10.2281
17.04.2014,9.7586,9.7254,9.687,9.6543,9.7024,9.7993,9.9679,10.0716,10.1358
18.04.2014,9.3909,9.4291,9.4849,9.5772,9.7141,9.8131,9.9449,10.0155,10.0527
21.04.2014,9.1692,9.2646,9.3869,9.5631,9.7361,9.8082,9.8951,9.9718,10.0945
22.04.2014,10.196,10.1287,10.0432,9.9231,9.8213,9.8083,9.8742,10.0035,10.2594
24.04.2014,9.834,9.81,9.7794,9.7404,9.7224,9.7417,9.8167,9.9151,10.0836
25.04.2014,9.1747,9.2572,9.3638,9.5031,9.6068,9.628,9.6754,9.7827,10.0332
28.04.2014,9.5172,9.5187,9.5206,9.5243,9.535,9.5566,9.6392,9.7655,10.0079
29.04.2014,9.4275,9.4364,9.4496,9.4773,9.5344,9.5882,9.6757,9.7416,9.814
30.04.2014,10.3442,10.1123,9.8271,9.4409,9.1383,9.0978,9.1747,9.29,9.461
2.05.2014,9.1784,9.1725,9.1651,9.1538,9.1403,9.1318,9.1173,9.1032,9.0814
5.05.2014,10.1558,10.0298,9.8698,9.6447,9.4356,9.3621,9.3014,9.2678,9.2252
6.05.2014,9.5979,9.5438,9.4747,9.3762,9.2798,9.2386,9.1884,9.1445,9.0761
7.05.2014,9.6184,9.544,9.451,9.3372,9.2876,9.3176,9.3581,9.3243,9.1672
8.05.2014,9.6494,9.5418,9.4012,9.2143,9.0581,9.0351,9.1021,9.2333,9.4833
9.05.2014,9.3767,9.3279,9.2691,9.1872,9.1226,9.1183,9.1701,9.262,9.4376
12.05.2014,9.4603,9.4382,9.4075,9.3561,9.2863,9.2567,9.2984,9.445,9.788
13.05.2014,9.4714,9.4059,9.3244,9.2163,9.1414,9.1481,9.2251,9.335,9.5227
14.05.2014,9.8886,9.7409,9.5512,9.3006,9.1264,9.1322,9.2542,9.4101,9.65
15.05.2014,9.6118,9.5068,9.3729,9.2063,9.104,9.1253,9.2247,9.3216,9.4404
16.05.2014,9.0761,9.0968,9.1241,9.1703,9.2388,9.2908,9.3709,9.4305,9.4976
20.05.2014,9.3266,9.2923,9.25,9.1954,9.1622,9.1706,9.2135,9.2649,9.3449
21.05.2014,9.4887,9.4158,9.3226,9.2002,9.1158,9.1139,9.1445,9.1695,9.1855
22.05.2014,9.2271,9.1149,8.9739,8.8048,8.7235,8.7723,8.9125,9.0285,9.1478
23.05.2014,9.3061,9.1878,9.0512,8.8803,8.8053,8.8602,9.0105,9.1333,9.2597
26.05.2014,9.0832,8.9876,8.8738,8.7397,8.7038,8.7801,8.9612,9.1099,9.2745
27.05.2014,9.252,9.1106,8.9407,8.7345,8.655,8.7401,8.9644,9.1617,9.3945
28.05.2014,9.4201,9.2491,9.0356,8.7748,8.6669,8.7639,9.0347,9.2807,9.5822
29.05.2014,8.5957,8.5751,8.5529,8.5397,8.5901,8.6783,8.8706,9.06,9.3322
30.05.2014,8.5321,8.505,8.4764,8.4576,8.52,8.6285,8.8544,9.064,9.3505
2.06.2014,8.3351,8.3436,8.3573,8.3884,8.4615,8.542,8.7141,8.8952,9.178
3.06.2014,8.5122,8.4957,8.4803,8.4764,8.5387,8.6362,8.8439,9.0503,9.3514
4.06.2014,8.4979,8.4891,8.4829,8.4908,8.5612,8.6594,8.8752,9.0988,9.4389
5.06.2014,8.6207,8.5356,8.434,8.3151,8.2971,8.3874,8.6198,8.8484,9.1717
6.06.2014,8.1529,8.1347,8.1181,8.1143,8.1814,8.2834,8.4952,8.6931,8.9704
9.06.2014,7.9112,7.9481,7.9979,8.084,8.2203,8.3355,8.5451,8.7397,9.0188
10.06.2014,8.7428,8.6251,8.4881,8.3214,8.2657,8.3475,8.575,8.8058,9.1315
11.06.2014,7.706,7.8329,7.9913,8.2236,8.4691,8.603,8.8145,9.019,9.3366
12.06.2014,7.7287,7.8154,7.9289,8.1008,8.3025,8.434,8.6683,8.9068,9.2798
13.06.2014,7.951,8.0194,8.1054,8.2393,8.4082,8.5311,8.7589,8.9924,9.3568
16.06.2014,8.3305,8.3493,8.3758,8.4259,8.5199,8.6142,8.8148,9.0296,9.3717
17.06.2014,8.3097,8.3609,8.4248,8.5188,8.6228,8.6933,8.8409,9.0189,9.3293
18.06.2014,8.5145,8.5225,8.5345,8.5591,8.6132,8.6757,8.8271,9.0075,9.3122
19.06.2014,8.7137,8.6557,8.5843,8.4924,8.443,8.4674,8.5814,8.7357,9.0019
20.06.2014,8.2179,8.3131,8.4226,8.5595,8.6322,8.6324,8.6811,8.8343,9.2022
23.06.2014,8.4529,8.4674,8.4866,8.5189,8.5697,8.6174,8.7237,8.8451,9.0468
24.06.2014,8.56,8.5094,8.4532,8.3944,8.4121,8.49,8.6561,8.8028,8.9888
25.06.2014,8.3755,8.3522,8.3296,8.3184,8.3807,8.4759,8.6595,8.8153,9.0095
26.06.2014,8.5966,8.5334,8.4552,8.369,8.3742,8.4593,8.6553,8.8371,9.0776
27.06.2014,8.6126,8.5284,8.4306,8.3248,8.3367,8.4456,8.6744,8.8644,9.0843
30.06.2014,8.309,8.2842,8.2595,8.2484,8.3191,8.4279,8.6429,8.8348,9.0859
1.07.2014,8.2771,8.2555,8.2351,8.2315,8.3124,8.4267,8.6395,8.8165,9.0326
2.07.2014,8.4694,8.4093,8.338,8.2643,8.2844,8.3802,8.5992,8.8092,9.1004
3.07.2014,8.2725,8.2898,8.3177,8.3723,8.486,8.5947,8.7928,8.9686,9.2049
4.07.2014,8.3334,8.329,8.3299,8.3522,8.4456,8.5563,8.7649,8.9477,9.1873
7.07.2014,8.4035,8.3789,8.358,8.3606,8.4719,8.6109,8.8479,9.0101,9.1604
8.07.2014,8.38,8.3454,8.311,8.2949,8.388,8.5232,8.7668,8.9525,9.1539
9.07.2014,8.3609,8.3345,8.3105,8.3135,8.4393,8.6001,8.8777,9.0786,9.2818
10.07.2014,8.1561,8.1758,8.2104,8.2861,8.4586,8.6217,8.89,9.0889,9.304
11.07.2014,8.283,8.2639,8.2508,8.2662,8.3945,8.5539,8.8386,9.0628,9.3212
14.07.2014,7.7666,7.8513,7.9636,8.1379,8.3665,8.5258,8.7687,8.9544,9.1777
15.07.2014,8.0789,8.0882,8.1071,8.158,8.291,8.4281,8.6678,8.8653,9.1101
16.07.2014,8.2043,8.1727,8.1374,8.1104,8.1745,8.3015,8.5575,8.7719,9.0299
17.07.2014,8.2731,8.2406,8.2038,8.1751,8.2326,8.3516,8.5896,8.7852,9.0094
18.07.2014,8.3226,8.2933,8.2627,8.2368,8.2843,8.3898,8.6217,8.8422,9.1414
21.07.2014,8.3427,8.3066,8.2671,8.2343,8.2926,8.4179,8.6711,8.8809,9.1279
22.07.2014,8.3331,8.2982,8.2597,8.2269,8.2801,8.3986,8.639,8.8431,9.089
23.07.2014,8.4849,8.4269,8.3546,8.2683,8.254,8.3363,8.5557,8.7815,9.1078
24.07.2014,8.4208,8.3657,8.2965,8.2155,8.1953,8.2629,8.447,8.6354,8.9034
25.07.2014,8.2218,8.2008,8.1789,8.1606,8.1972,8.2802,8.4801,8.6931,9.0183
31.07.2014,7.9902,8.057,8.1432,8.2843,8.4753,8.6086,8.821,9.0048,9.2584
1.08.2014,8.1733,8.2732,8.395,8.5694,8.7284,8.7875,8.8986,9.0692,9.4181
4.08.2014,8.1766,8.3558,8.5833,8.9008,9.1745,9.2389,9.287,9.37,9.5802
5.08.2014,7.8903,8.1267,8.4277,8.8496,9.2173,9.3023,9.333,9.3727,9.5002
6.08.2014,8.2576,8.4675,8.7425,9.1223,9.4335,9.4839,9.4831,9.5222,9.6817
7.08.2014,8.801,8.8937,9.0142,9.1716,9.2927,9.3071,9.3254,9.401,9.6046
8.08.2014,8.7574,8.8673,8.9992,9.1806,9.3164,9.3294,9.3262,9.3676,9.5089
11.08.2014,8.6025,8.7341,8.8991,9.1219,9.2892,9.3034,9.2958,9.3423,9.5089
12.08.2014,9.508,9.5169,9.5239,9.5186,9.4634,9.4025,9.3582,9.4163,9.6298
13.08.2014,9.2005,9.2501,9.3121,9.3876,9.4147,9.3838,9.3465,9.379,9.5242
14.08.2014,9.2478,9.2537,9.26,9.2637,9.2513,9.2355,9.2332,9.2713,9.378
15.08.2014,9.2145,9.2487,9.2876,9.3344,9.3467,9.3258,9.3183,9.3778,9.5545
18.08.2014,9.4941,9.4781,9.454,9.4078,9.3259,9.2711,9.2539,9.3386,9.5845
19.08.2014,9.549,9.4943,9.4253,9.3299,9.2514,9.2411,9.2673,9.31,9.3807
20.08.2014,9.1628,9.1869,9.2176,9.2575,9.284,9.2874,9.3122,9.3752,9.5204
21.08.2014,9.1426,9.162,9.1886,9.2279,9.2771,9.3088,9.3659,9.4259,9.5222
22.08.2014,9.2785,9.2708,9.261,9.2462,9.2331,9.2379,9.29,9.3855,9.5772
25.08.2014,9.222,9.2207,9.2195,9.2192,9.2261,9.241,9.2898,9.3575,9.4806
26.08.2014,8.7623,8.823,8.8964,8.9871,9.0284,9.009,9.0125,9.1092,9.3786
27.08.2014,8.6414,8.7131,8.8068,8.9357,9.0427,9.0668,9.0868,9.1232,9.2134
28.08.2014,8.9008,8.944,8.9985,9.0642,9.0977,9.087,9.0913,9.1573,9.3376
29.08.2014,8.67,8.7387,8.8267,8.948,9.0349,9.0447,9.0525,9.0948,9.2139
1.09.2014,8.8543,8.8913,8.9367,8.998,9.0405,9.0446,9.0556,9.0945,9.1938
2.09.2014,8.9826,9.0263,9.0767,9.1361,9.1428,9.1061,9.0808,9.143,9.3501
3.09.2014,8.6607,8.7319,8.8196,8.9441,9.0425,9.061,9.0673,9.0842,9.1374
4.09.2014,8.7013,8.7622,8.8414,8.9488,9.0162,9.0115,8.9961,9.0184,9.1103
5.09.2014,8.8944,8.8943,8.8933,8.8892,8.8787,8.873,8.8881,8.9341,9.039
8.09.2014,8.6701,8.706,8.7528,8.826,8.9125,8.9602,9.0127,9.0345,9.0379
9.09.2014,8.9335,8.9603,8.9932,9.0401,9.0792,9.0937,9.1268,9.1808,9.2917
10.09.2014,9.0124,9.0283,9.0476,9.0738,9.0915,9.0937,9.1024,9.1262,9.1837
11.09.2014,8.9072,8.9277,8.9521,8.9805,8.9825,8.9664,8.9638,9.0123,9.1512
12.09.2014,9.1046,9.115,9.1297,9.1572,9.2016,9.2355,9.2823,9.3066,9.3174
15.09.2014,9.1197,9.1179,9.1166,9.1183,9.1332,9.1538,9.1967,9.2378,9.2963
16.09.2014,9.0273,9.0298,9.0343,9.0458,9.0744,9.1041,9.1563,9.1992,9.2516
17.09.2014,8.9417,8.9643,8.9929,9.0364,9.0824,9.1065,9.1441,9.1812,9.2407
18.09.2014,9.2227,9.2329,9.2442,9.2542,9.2442,9.2313,9.2515,9.3335,9.5322
19.09.2014,9.0393,9.0631,9.0942,9.1429,9.1979,9.2323,9.2924,9.3547,9.4546
22.09.2014,9.536,9.4803,9.4113,9.3163,9.2472,9.249,9.3138,9.4133,9.5922
23.09.2014,9.0475,9.0963,9.1555,9.2381,9.2934,9.3039,9.3323,9.3993,9.5565
24.09.2014,9.0315,9.0856,9.1516,9.2445,9.3115,9.3276,9.3615,9.43,9.5852
25.09.2014,8.8316,8.944,9.0863,9.2862,9.4303,9.4562,9.4827,9.5513,9.728
26.09.2014,8.7739,8.9368,9.1386,9.4179,9.6085,9.6275,9.6309,9.6976,9.9083
29.09.2014,9.2506,9.3602,9.5004,9.7009,9.8814,9.9427,9.9916,10.019,10.0568
30.09.2014,9.1048,9.2691,9.4699,9.7469,9.9485,9.9707,9.9415,9.9285,9.9627
1.10.2014,9.3158,9.4108,9.525,9.6749,9.7515,9.727,9.682,9.7039,9.8378
2.10.2014,9.1249,9.2438,9.3903,9.5881,9.7175,9.7163,9.6777,9.6725,9.7298
3.10.2014,9.2119,9.3186,9.4407,9.6098,9.7141,9.7066,9.6576,9.6342,9.6515
8.10.2014,8.8007,8.9832,9.2133,9.5276,9.7469,9.7601,9.7023,9.661,9.6575
9.10.2014,9.1047,9.2012,9.3193,9.4762,9.5703,9.5583,9.504,9.4755,9.4838
10.10.2014,8.9018,9.079,9.2797,9.5507,9.6927,9.6495,9.52,9.449,9.4485
13.10.2014,9.5082,9.4909,9.4686,9.4329,9.3885,9.3589,9.3118,9.2713,9.2158
14.10.2014,9.2062,9.2288,9.2543,9.2817,9.2752,9.2444,9.1962,9.1789,9.1951
15.10.2014,9.0271,9.0426,9.0615,9.0853,9.0947,9.0852,9.0589,9.0342,9.0028
16.10.2014,9.192,9.2015,9.2133,9.2295,9.2412,9.2418,9.2353,9.2256,9.2093
17.10.2014,8.566,8.6043,8.6526,8.7371,8.8529,8.9304,9.0177,9.0418,9.0086
20.10.2014,9.2176,9.103,8.9664,8.7896,8.6981,8.7316,8.8413,8.9306,9.0173
21.10.2014,9.0231,8.9452,8.8499,8.7177,8.6182,8.6087,8.6619,8.7542,8.9237
22.10.2014,8.9158,8.8951,8.8672,8.8229,8.7712,8.749,8.7565,8.8131,8.9522
23.10.2014,9.1005,9.0435,8.9702,8.864,8.7613,8.724,8.7171,8.7583,8.8659
24.10.2014,9.06,9.0094,8.949,8.8556,8.7628,8.7262,8.7215,8.7704,8.8982
27.10.2014,9.0284,8.9799,8.923,8.8524,8.8253,8.8471,8.89,8.9029,8.8774
28.10.2014,8.5333,8.5535,8.5805,8.6267,8.6924,8.737,8.7872,8.8012,8.7819
30.10.2014,8.8749,8.8332,8.7849,8.7309,8.7319,8.7735,8.834,8.8412,8.7804
31.10.2014,8.413,8.4597,8.5118,8.5735,8.5871,8.5607,8.5339,8.5638,8.685
3.11.2014,8.8064,8.7747,8.7346,8.6716,8.6002,8.5699,8.5799,8.6555,8.841
4.11.2014,8.5485,8.5492,8.5503,8.5531,8.5619,8.5765,8.6221,8.6858,8.8019
5.11.2014,8.232,8.3037,8.3872,8.4989,8.5692,8.5782,8.6066,8.6841,8.8702
6.11.2014,8.5657,8.5458,8.5254,8.5117,8.5534,8.6165,8.7155,8.7669,8.7828
7.11.2014,8.6486,8.6339,8.6185,8.602,8.6124,8.6457,8.7327,8.832,8.9913
10.11.2014,8.3282,8.364,8.4073,8.4689,8.5256,8.5544,8.6104,8.6808,8.8088
11.11.2014,8.3427,8.3647,8.393,8.4415,8.5102,8.5627,8.6474,8.717,8.8059
12.11.2014,8.404,8.3877,8.3695,8.3489,8.3534,8.3836,8.4711,8.5785,8.7587
13.11.2014,8.4631,8.4277,8.3868,8.3391,8.3383,8.3814,8.4885,8.5964,8.7494
14.11.2014,8.4431,8.4043,8.3624,8.3107,8.3045,8.3425,8.4383,8.5336,8.6665
17.11.2014,8.5039,8.4167,8.3156,8.1875,8.1286,8.1622,8.2753,8.3925,8.5556
18.11.2014,8.3801,8.3245,8.2614,8.1835,8.1615,8.2012,8.309,8.4181,8.5707
19.11.2014,7.7313,7.8111,7.9072,8.042,8.1593,8.2097,8.2944,8.3972,8.5867
20.11.2014,7.7961,7.8324,7.879,7.952,8.0306,8.0706,8.1364,8.2103,8.3385
21.11.2014,7.8848,7.8976,7.915,7.9512,8.017,8.0753,8.1679,8.2343,8.303
24.11.2014,8.0524,8.0278,8.0004,7.9706,7.9833,8.0357,8.1477,8.2412,8.3509
25.11.2014,7.6308,7.6756,7.7314,7.8193,7.9166,7.969,8.0525,8.1404,8.2871
26.11.2014,7.7696,7.7549,7.7379,7.7163,7.7125,7.7341,7.8002,7.8786,8.0063
27.11.2014,7.5497,7.5775,7.6135,7.6702,7.7341,7.7703,7.8356,7.9102,8.0386
28.11.2014,7.2824,7.3239,7.3816,7.4746,7.5883,7.6545,7.738,7.7897,7.8378
1.12.2014,7.5205,7.495,7.4636,7.4258,7.4201,7.4535,7.5325,7.6002,7.6802
2.12.2014,7.5571,7.5511,7.547,7.5552,7.6122,7.682,7.7808,7.8194,7.8001
3.12.2014,8.1229,8.0352,7.9192,7.7692,7.6911,7.7345,7.8501,7.9215,7.9485
4.12.2014,8.2037,8.0918,7.945,7.749,7.6232,7.6488,7.7607,7.8503,7.9248
5.12.2014,8.2002,8.097,7.9676,7.807,7.7551,7.8421,8.027,8.1316,8.1603
8.12.2014,8.3349,8.2621,8.1723,8.0562,8.0019,8.044,8.1508,8.222,8.2658
9.12.2014,8.2179,8.1793,8.1311,8.0722,8.0542,8.0872,8.1501,8.1758,8.158
10.12.2014,8.4572,8.3765,8.2698,8.1323,8.0601,8.0953,8.1807,8.2145,8.1797
11.12.2014,8.387,8.3398,8.2796,8.2056,8.1805,8.2154,8.2738,8.2767,8.2012
12.12.2014,8.7833,8.6926,8.5769,8.4248,8.3398,8.3682,8.4455,8.4729,8.4297
15.12.2014,9.1826,9.0592,8.9006,8.6713,8.4644,8.4062,8.385,8.3894,8.3971
16.12.2014,8.9525,8.9614,8.969,8.9652,8.91,8.8389,8.736,8.6925,8.7031
17.12.2014,9.116,9.0842,9.0352,8.9462,8.7989,8.6893,8.5609,8.5269,8.5838
18.12.2014,9.6818,9.4806,9.2047,8.7925,8.3552,8.1675,8.0253,8.0253,8.1488
19.12.2014,9.2953,9.1576,8.972,8.6917,8.3967,8.2617,8.1357,8.0902,8.0877
22.12.2014,9.1847,9.0282,8.826,8.5297,8.2455,8.1442,8.0689,8.0396,8.015
23.12.2014,9.306,9.1186,8.8704,8.5134,8.1796,8.0708,8.0136,8.0155,8.046
24.12.2014,9.4152,9.2103,8.9293,8.5263,8.1521,8.0354,7.9788,7.9873,8.0286
25.12.2014,9.4909,9.2639,8.9576,8.5171,8.1031,7.9677,7.8964,7.9053,7.9609
26.12.2014,9.2978,9.062,8.7528,8.3151,7.948,7.8621,7.8617,7.8985,7.9424
29.12.2014,8.6986,8.5958,8.4649,8.2793,8.1218,8.0831,8.065,8.0466,7.9955
30.12.2014,9.063,8.8608,8.5992,8.2448,7.9849,7.9667,8.0228,8.0435,7.9841
31.12.2014,9.4888,9.2291,8.9008,8.4427,8.0885,8.0387,8.0865,8.1277,8.1217
1.01.2015,9.6244,9.3442,8.9836,8.4764,8.0896,8.0323,8.0799,8.1234,8.1183
2.01.2015,9.0459,8.8962,8.7026,8.4268,8.2042,8.1537,8.1343,8.1082,8.0276
5.01.2015,8.7841,8.6098,8.3875,8.0717,7.7998,7.7307,7.7144,7.7261,7.7381
6.01.2015,8.718,8.5652,8.3669,8.0842,7.8438,7.7821,7.7614,7.7583,7.7402
7.01.2015,8.6213,8.4659,8.2541,7.9434,7.6484,7.5472,7.4984,7.5269,7.6262
8.01.2015,8.0467,7.9648,7.8522,7.6763,7.4746,7.3748,7.3005,7.3247,7.4594
9.01.2015,8.2458,8.1193,7.9509,7.6938,7.4294,7.3144,7.2391,7.267,7.4039
12.01.2015,8.3837,8.2341,8.0395,7.7495,7.4527,7.329,7.2416,7.2512,7.3491
13.01.2015,7.7901,7.7575,7.71,7.6232,7.4835,7.3783,7.2516,7.2075,7.2344
14.01.2015,8.2478,8.124,7.9516,7.685,7.3842,7.2324,7.0869,7.053,7.1087
15.01.2015,7.6996,7.6432,7.5635,7.4311,7.253,7.1416,7.0244,7.0023,7.0704
16.01.2015,8.0366,7.9492,7.8314,7.6458,7.4352,7.3234,7.2175,7.1993,7.258
19.01.2015,7.8505,7.7784,7.6809,7.5227,7.3181,7.1958,7.0744,7.0602,7.1511
20.01.2015,7.6716,7.633,7.5771,7.4767,7.3201,7.2072,7.0836,7.0605,7.1386
21.01.2015,7.9167,7.846,7.7443,7.5758,7.3503,7.2105,7.066,7.0426,7.1368
22.01.2015,8.1133,7.97,7.777,7.489,7.1974,7.076,6.9903,7.0024,7.1048
23.01.2015,7.976,7.8118,7.6006,7.2786,6.9589,6.8278,6.757,6.8132,7.0127
26.01.2015,8.1706,7.945,7.6592,7.2593,6.9315,6.8614,6.8858,6.9612,7.0871
27.01.2015,8.1185,7.8762,7.5649,7.1321,6.7954,6.7411,6.8035,6.9103,7.0706
28.01.2015,7.8695,7.6642,7.3908,7.0115,6.7203,6.681,6.7574,6.879,7.0685
29.01.2015,7.6281,7.4848,7.3005,7.0563,6.9091,6.9342,7.0529,7.1537,7.2502
30.01.2015,7.6958,7.5331,7.3365,7.0812,6.9236,6.9486,7.0714,7.1761,7.2778
2.02.2015,7.6998,7.5496,7.3723,7.1358,6.9813,6.99,7.0801,7.163,7.2488
3.02.2015,8.0946,7.9234,7.7169,7.4366,7.2405,7.2287,7.2872,7.3386,7.373
4.02.2015,7.6713,7.7119,7.7563,7.7944,7.745,7.6526,7.5212,7.4841,7.5486
5.02.2015,8.0553,8.0551,8.0454,7.9988,7.8473,7.6969,7.5031,7.4463,7.5233
6.02.2015,8.5634,8.4302,8.2601,8.0122,7.7777,7.6812,7.5954,7.5609,7.5445
9.02.2015,7.377,7.6153,7.8894,8.2272,8.3482,8.2199,7.9695,7.8779,7.9726
10.02.2015,8.8148,8.7628,8.6874,8.5402,8.2806,8.082,7.8775,7.8758,8.1028
11.02.2015,9.1932,9.0524,8.8633,8.5588,8.1649,7.931,7.7123,7.7165,7.9582
12.02.2015,9.5072,9.291,9.0112,8.594,8.1485,7.9315,7.7227,7.6654,7.717
13.02.2015,9.401,9.1871,8.911,8.4979,8.0711,7.8643,7.6668,7.6091,7.6471
16.02.2015,9.6118,9.3094,8.9435,8.4218,7.9466,7.775,7.6464,7.609,7.605
17.02.2015,9.7101,9.4015,9.022,8.4795,7.9925,7.8208,7.7062,7.6903,7.7263
18.02.2015,9.2432,9.0794,8.8671,8.5487,8.2009,8.0244,7.8432,7.7805,7.796
19.02.2015,9.2611,9.0694,8.8283,8.466,8.0825,7.8982,7.7295,7.6977,7.7754
20.02.2015,8.7669,8.6746,8.553,8.3626,8.1391,8.0093,7.8686,7.8215,7.8433
23.02.2015,8.8804,8.7803,8.6558,8.4669,8.2565,8.1434,8.0148,7.952,7.9167
24.02.2015,9.1842,9.0035,8.7778,8.4433,8.1046,7.9522,7.8308,7.8273,7.9265
25.02.2015,8.9002,8.8034,8.6728,8.4599,8.1782,8.0092,7.8647,7.9003,8.1465
26.02.2015,8.7598,8.7203,8.6614,8.5476,8.3484,8.2021,8.0668,8.1014,8.3438
27.02.2015,8.8388,8.8081,8.7629,8.6874,8.5726,8.4938,8.4141,8.4115,8.4917
2.03.2015,8.9714,8.9064,8.8176,8.6715,8.4651,8.3322,8.2058,8.2123,8.3649
3.03.2015,9.2454,9.132,8.9816,8.7481,8.4563,8.2898,8.1498,8.176,8.3884
4.03.2015,8.9723,8.9274,8.8599,8.7359,8.5222,8.362,8.1803,8.1439,8.2513
5.03.2015,8.943,8.8912,8.8164,8.6927,8.5058,8.3728,8.2136,8.1583,8.1875
6.03.2015,9.3523,9.2356,9.0871,8.8523,8.5532,8.3749,8.2033,8.1932,8.3452
9.03.2015,8.84,8.8432,8.8412,8.8174,8.7227,8.6169,8.4398,8.3125,8.1819
10.03.2015,9.0486,9.0417,9.0273,8.9878,8.8831,8.7757,8.5956,8.4575,8.301
11.03.2015,8.3763,8.4708,8.5903,8.7413,8.8235,8.7902,8.6425,8.4595,8.166
12.03.2015,8.5569,8.6137,8.6819,8.7526,8.7431,8.6666,8.5021,8.3627,8.197
13.03.2015,9.201,9.1718,9.1298,9.0472,8.8942,8.7703,8.6158,8.5612,8.591
16.03.2015,8.9453,8.9419,8.9332,8.9058,8.8291,8.7529,8.6378,8.5691,8.5203
17.03.2015,9.2401,9.1777,9.0948,8.9655,8.7977,8.6868,8.5391,8.4486,8.3694
18.03.2015,9.2154,9.1568,9.0733,8.9334,8.7241,8.5755,8.3875,8.303,8.2862
19.03.2015,9.2857,9.1616,8.9965,8.7634,8.516,8.3892,8.2467,8.1746,8.1262
20.03.2015,9.0435,8.9668,8.8684,8.7103,8.4978,8.3567,8.1831,8.1038,8.0817
23.03.2015,8.6316,8.6091,8.5753,8.5117,8.3962,8.3004,8.1634,8.0836,8.0266
24.03.2015,8.8303,8.7895,8.7313,8.6408,8.5036,8.4029,8.2656,8.185,8.1241
25.03.2015,8.2751,8.3322,8.4023,8.4734,8.4697,8.4103,8.3125,8.2733,8.2932
26.03.2015,8.5517,8.6028,8.6631,8.7227,8.7074,8.6449,8.55,8.5204,8.5611
27.03.2015,8.6938,8.689,8.6816,8.6656,8.6311,8.5969,8.5343,8.4787,8.4041
30.03.2015,8.8468,8.8416,8.8303,8.7983,8.7142,8.6328,8.5108,8.4392,8.3938
